id,fA,fB,fC,fD
100066,,0.06226225218050085,0.14010021723968835,0.1734051243689455
100067,0.5049875138559723,0.5439958506661658,0.3674752409580304,0.5075550687760927
100068,0.28096871400943396,0.17192215725002524,0.15443500311837347,
100069,0.7114999730349593,0.5071408497417461,0.6425004323863795,0.5410231781948299
100070,0.5238937794003103,0.5837958693662723,0.4145343648560893,0.5910742894721581
100071,0.3401028907658685,0.32052349185950546,0.5584115198986155,0.7483022816899955
100072,0.4137268499643004,0.5080936960273259,0.3424181263770726,0.35327376771802527
100073,0.5860416177659722,0.5548240255686253,0.5585156707773165,0.3849000111094071
100074,0.4317209854841263,0.5530327803296672,0.48295881274319485,0.5230774930822494
100075,0.5822603098812958,0.5931156664895415,0.5009380302780816,0.5431487454993539
100076,0.45353680868827134,0.6913347500917868,0.6359401149943202,0.5497036804462708
100077,0.5208842658218197,0.36224259489080346,0.21755883701794151,0.47735924189446405
100078,0.5014194622049784,0.5384136850723665,0.6588030798995695,0.74260554302219
100079,0.34469973648974145,0.3586878128272985,0.4727865462095371,0.4123995448694663
100080,0.3245023252511623,0.27221473380149663,0.33223478688038505,0.38742751729457203
100081,0.9006822569306085,0.6429287624924699,0.8126758314678825,0.8708198655025845
100082,0.2556013892335386,0.19605710924120576,0.4936310471995093,0.46288627869102944
100083,0.2167168622732318,0.3788425133559013,0.5424737520040523,0.5011888168795665
100084,0.64770782686398,0.6245076990745356,0.664316424788144,0.7082154311350185
100085,0.311449150862675,0.3322966393364785,0.31739153893502703,0.3909674394350801
100086,0.4648242453279575,0.49104698404440034,0.358731898242203,0.5007322238749821
100087,0.32013890035275866,0.296820602306949,0.2975239358513839,0.49201734335691705
100088,0.4601939125332877,0.6104276746894692,0.5027284034512783,0.61929215467543
100089,,0.26609264960043744,0.35916999804083943,0.4431557096660464
100090,0.49884684214277075,0.5567357567388181,0.4886925068645815,0.5906300960526818
100091,0.43484785125197084,0.5085954349882943,0.4441561671296232,0.4229900349448431
100092,0.27513420689726603,0.2929488633890421,0.32747479010466646,0.296695930915248
100093,0.057915484450038746,0.2614337031840916,0.28330602711430203,0.4672171172406138
100094,0.47059916157043474,0.4561952265477597,0.3920807797158948,0.3577921163806498
100095,0.3572615280855901,0.5215611245164447,0.5319745256198384,0.5846129950352456
100096,0.559264628109227,0.67416896933525,0.6697765242452576,0.3884622064334002
100097,0.18111749029687235,0.29890883421519093,0.28656442295152273,0.37500100443512613
100098,0.5247971777855487,0.5923419840547801,0.5303424199410756,0.4462996832568964
100099,0.6835325640224349,0.5497383486152958,0.33168468363826326,0.3285249406803867
100100,0.5835292973208454,0.6593847450474222,0.7651807634459215,0.5276923310880709
100101,0.526001529997183,0.4950084992295305,0.4710681809160002,0.43041348156215137
100102,0.592991817806155,0.5856085903955627,0.5645210928940465,0.5972206865588052
100103,0.35847905005132724,0.298815163887793,0.41854757561064715,0.28427952706278425
100104,0.45452802098852924,0.34466032920464174,0.6079039183657009,0.6102497260767289
100105,0.4186523259258095,0.4348648009510949,0.44362078763391455,0.1508043651026977
100106,0.522226270945238,0.19189326254882896,0.5580227354083512,0.5534390197826099
100107,0.19799102771045546,-0.062287096289697266,-0.007328643215790899,0.2880479388363453
100108,0.47975229988366186,0.5026562635584909,0.4627534225453765,0.3060419720414768
100109,0.5180206758476654,0.5186473026973836,0.46471546345878173,0.582884695708137
100110,0.3809714993343766,0.37103934675258504,0.4387132449104644,0.5339084064038571
100111,0.7305115630534824,0.5884934168195447,0.5209976269063824,0.6022758426770416
100112,0.726138707561129,0.7097871659579995,0.8075108126153471,0.6243866500969413
100113,0.33752133078564817,0.3038062409451141,0.3121356286600643,0.3448399564825316
100114,0.31144580886108814,0.353358782149775,0.25244707049882165,0.3183649935608262
100115,0.8250094560369869,0.7955540912744147,0.8601962042442212,0.8477328649266137
100116,0.5836262464440855,0.6052149895414949,0.6403247757563718,0.5450067291708783
100117,0.4960594592555737,0.6054026153054463,0.4712697867551614,0.6352419036384213
100118,0.47969944716797464,0.25581678927041596,0.40865640483251475,0.5276604639815419
100119,0.4246134662946928,0.44648542867554614,0.35443387601667325,0.33797650740155916
100120,0.41714491947583665,0.40972209544524024,0.2790832023040574,0.5257850181302272
100121,0.29118237234386996,0.22665815499699707,0.29525020400222113,0.24125979803319855
100122,0.6919001420094882,0.7305672410398137,0.5536496616690646,0.7095088605159325
100123,0.651136907116035,0.528817225753649,0.6501108213565339,0.6256367279048778
100124,0.3483207582064352,0.3649205229446852,0.37621457098304045,0.33877909496239494
100125,0.3434174307054369,0.3828471338684024,0.41831300519440445,0.5147825957528348
100126,0.4456321975146668,0.6268302154562583,0.594863716932126,0.5283771977730238
100127,0.752356409255319,0.7679672958499979,0.6811634800689917,0.7272582505274939
100128,0.7439117857602763,0.5622299037488315,0.6357168477590336,0.5327555860634101
100129,0.3786157729458116,0.5162459869013495,0.4261633923702107,0.345346871305534
100130,0.2512915930588844,0.3155114013787023,0.25550056677899335,0.39271546451467954
100131,,-0.042185782930358,0.08319002057370428,0.11331314705036391
100132,0.36500737869708155,0.4065693778049519,0.43849914484596536,0.4726699490243468
100133,0.317325641283029,0.39071804684233785,0.5489978128438202,0.5505356993728473
100134,0.4817745945343364,0.4590178536509623,0.44649738456257027,0.4056025847879853
100135,0.4798111774232049,0.38348364532271045,0.28377113118186514,0.3074329172369885
100136,0.22941595102229848,0.4267986517800344,0.4487134351331373,0.3061197924285161
100137,0.35699903782300874,0.3177135274628539,0.4881735576964931,0.48667337373028124
100138,0.4811046651901051,0.45480164728416783,0.35369559838495707,0.5253080743916941
100139,0.5513261680844421,0.4901120151882159,0.3971348136313401,0.39756305241749845
100140,0.626006318432784,0.6836913092544383,0.7350367845705076,0.6266103700379605
100141,0.15419321147308543,0.25716939484267004,0.19459684950855874,0.38630697917985846
100142,0.2973650580127101,0.3582755087282633,0.34151124597028454,0.23432156995774148
100143,0.42064270499730405,0.5853386253685298,0.5663378451755748,0.5040999768311905
100144,0.5892306882421696,0.48135194119134483,0.4125588752451256,0.529289158675473
100145,0.37578012417016937,0.6272759430825984,0.45478692084327627,0.5777259450559872
100146,0.6972828685494199,0.6761945129491145,0.645368420742367,0.6411828997858328
100147,0.30631765452152854,0.346742656040718,0.35112930612802834,0.3785902353244276
100148,0.2523105919720993,0.30831058879061923,0.3253516544048591,0.262540734032959
100149,0.7111232997975632,0.720917319387403,0.5722426089185465,0.5650364144857926
100150,0.4197625256752616,0.3711834241026712,0.5244770599381157,0.40353887987689496
100151,0.5516371852953094,0.7900022432316816,0.7275859105581476,0.680796368840349
100152,0.5706831745327625,0.5713232200326726,0.23100515514000658,0.48107064683916384
100153,0.6727916331518028,0.7716334214132432,0.7779010104692756,0.8379930945096953
100154,0.18951342616151537,0.3269711100014725,0.21777332232951366,0.34552697945153543
100155,0.14800255072978644,0.31711992961428864,0.26389938047028966,0.48428758359457924
100156,0.4296095723186597,0.3650444498811945,0.45433160758896046,0.41308719962301144
100157,0.5652838855390611,0.2741472626498482,0.3261520160584296,0.6090743779369114
100158,0.4647647839471069,0.40819199385812766,0.3891468439168923,0.6355371443832818
100159,0.1802126755473142,0.1802126755473142,0.1802126755473142,0.1802126755473142
100160,0.26780998074172263,0.12356599543447065,0.35514178328465923,0.2950851702412601
100161,0.3807963220915991,0.24225588660554556,0.6662191141350137,0.46371690992631137
100162,0.30132598864853527,0.36120696611208325,0.49145224385100206,-0.017968051908401794
100163,0.6391088183097591,0.6126326166539199,0.39470472044051036,0.5122519654291171
100164,0.46707118442350426,0.4753628070997023,0.4539620960812682,0.4930588184893206
100165,0.5041425122094958,0.5437866836889084,0.5154070485426284,0.5260392117697842
100166,0.32355474971778675,0.2323559465744774,0.21779565696260975,0.30404476007353193
100167,0.43377034408856663,0.5899591627516036,0.49253256722880695,0.6480620502265223
100168,0.35239402595907116,0.3718386675231234,0.3500188825875275,0.43287746894579543
100169,0.3606391259592774,0.23229184480041654,0.3028242667106321,0.2312772106177755
100170,0.6453532088622081,0.7623826651869281,0.7340629776033456,0.6684195772265069
100171,0.4474902000493287,0.44437524274992535,0.47500678639154953,0.38726611380259723
100172,0.5095185167354941,0.25762561468372547,0.588132637640777,0.4463450739497017
100173,0.6341134929269622,0.6247820173371476,0.6335202834659646,0.4796076599236943
100174,0.28003320411367627,0.23885340497880392,0.2653140903080423,0.25244934723132056
100175,0.4238931944178207,0.4405578667250605,0.4704958251209387,0.3753610929680127
100176,0.743254769123682,0.7738613053258223,0.7917817662979,0.7549124418706352
100177,0.5756484215517406,0.5828281647515496,0.5956930402211191,0.5932906067717869
100178,0.5123734821166417,0.26543300446950935,0.2728220922899624,0.3219886458408189
100179,0.3464308744620522,0.44191418109758607,0.5992454114700794,0.6407503952550494
100180,0.6159847893261197,0.7927730273886849,0.799505678115794,0.757661397387825
100181,0.4143568941407908,-0.03925894723126865,0.44078423761036284,0.4808394872088712
100182,0.5734070639375479,0.46815662364835864,0.6880441517975306,0.6113917165823374
100183,0.287883666547847,0.26045536320455714,0.21708083694132807,0.28668499218637955
100184,0.4391368941153138,0.4456176467648835,0.5313850451944873,0.5313850451944873
100185,0.8300056877985938,0.7871641761592691,0.7858668005678492,0.8123544050651129
100186,0.5241855559471006,0.33212913014006834,0.4367543004614226,
100187,0.46926128892197055,0.7672325699589744,0.7790149436736198,0.8550506708282791
100188,0.21607974640667826,0.3835287419099943,0.14043119345437471,0.17918630646516517
100189,0.3277712499267825,0.11980797622491246,0.38305983458569653,0.2013599297534577
100190,0.8699012827486375,0.7746845701003789,0.4105720537369653,0.4752519779064018
100191,0.47475310764977885,0.5569852331959699,0.5488360987463878,0.5207897970566828
100192,0.40477571746018637,0.4508641834061215,0.465883150162811,0.47796210573204834
100193,0.47280534564055565,0.5139632800396887,0.3773664699028123,0.34402872719736494
100194,0.23196120120835811,0.24427841612263443,0.07480009784689946,0.15372591000315539
100195,0.39476546582959243,0.550219559905743,0.22178659307244628,0.48554930165645754
100196,0.7758333803794487,0.8403526399167169,0.8403526399167168,0.7758333803794486
100197,0.2921434207205145,0.29357760001482025,0.27045713663955273,0.3300195457312304
100198,0.07766859963508535,0.22907646086627576,0.17968044113369874,0.008087689793192956
100199,0.4355362464218752,0.4335374784352642,0.4615132891600505,0.5135908935557367
100200,0.49456610397964,0.042722957306194506,0.46658876607597144,0.4526002145383178
100201,0.40824874190317845,0.21383202793682507,0.2707755542972333,0.23709992798364124
100202,0.4039519310796757,0.7192102184016927,0.38513623916654766,0.6959976594442037
100203,0.6721735797754814,0.6249703304881673,0.6638454783394823,0.6735197520507251
100204,0.6771231800844586,0.7326165413905779,0.6273549947376184,0.6189624234807287
100205,0.2343107990052732,0.2438695946825792,0.17484499946282175,0.4085179354907012
100206,0.3994596583486656,0.3406466120851808,0.25068110098906904,0.15009127867653155
100207,0.8045337436427554,0.8045337436427554,0.7322192660638814,0.7364659675520875
100208,0.46551038852448146,0.5336330656946164,0.22708927118786498,0.3271362328526318
100209,0.6486619324774151,0.537693939025645,0.7656135401668417,0.7158572307366227
100210,0.4553712910663252,0.2102869839485119,0.5133141357854959,0.4017007562445622
100211,0.3814191791759701,0.5192507620724619,0.4415002649554614,0.42879105583922283
100212,0.47281707774368875,0.6258985183452406,0.8168283386219626,0.4544329802913636
100213,0.6625159279121335,0.6745524626590655,0.7436020377103163,0.6064774555819994
100214,0.4911764869416632,0.4911764869416632,0.3454602232664126,0.17034755709905522
100215,0.27186202503221,0.2768721086686212,0.42282368522228647,0.49954495488674844
100216,0.5632473328764883,0.39833358735651303,0.18564663076395238,-0.032716072478363674
100217,0.1091152871471849,0.1091152871471849,0.1091152871471849,0.08641627791190762
100218,0.3088918582808817,0.3995714497358951,0.19284438458827916,0.22867752452822407
100219,0.2964954698170188,0.295353811621549,0.5049253042844316,0.38528987092694666
100220,0.8086756912575043,0.8062120135704564,0.8182317223058284,0.8165424161131318
100221,0.5664711762719703,0.6168016558499144,0.661144090385789,0.6567925217603975
100222,0.8005538783577391,0.8109406636114692,0.7169401153882012,0.7314200533307087
100223,0.7012950337832123,0.7106221682475627,0.7339441282791601,0.7828194569823639
100224,0.49736233862847545,0.4414870141632622,0.708177464965049,0.6998974759559907
100225,0.6547200551902482,0.378191035728559,0.7307131013612831,0.4715706774897334
100226,0.662960264471519,0.5930793512369004,0.6086240115096722,0.7614040942951884
100227,0.7223874604426355,0.6917979926188816,0.7111929582453477,0.7342340198560512
100228,0.5318221883318126,0.5077286926609669,0.4933896678728976,0.5399637101819507
100229,0.21559771182921963,0.2013436833570106,0.21887671527601454,0.25549966448012595
100230,0.41720602042706295,0.55815156580224,0.1361697761568374,0.44579124606301057
100231,0.3562290142666851,0.3563365547208107,0.49052721392072557,0.4738794486347819
100232,0.5301302010925697,0.6009746258664964,0.7512225072799783,0.555187444287162
100233,0.4487194376706003,0.47826840917179425,0.5302579039206952,0.5105653008026255
100234,0.7184755829727545,0.6188451520148013,0.7164384462567546,0.5619164704351544
100235,0.23642915107716272,0.29824300471055715,0.32732063548709145,0.26977461194901614
100236,0.8018382337962361,0.8163111264912937,0.7528926852038185,0.7883252540324672
100237,0.5978219227647722,0.6279079705412004,0.36111605191446466,0.5876451024785659
100238,0.39819100721947454,0.24919356997848113,0.5581383580304846,0.5625805486562483
100239,0.5371315603882415,0.5481969968419255,0.2186867687279462,0.5309440031254316
100240,0.21880814141342492,0.4335198634732103,0.314150360848156,0.19558157665833756
100241,0.6833275544521419,0.727243970643707,0.7408131146119893,0.627536467616895
100242,0.29876811218203947,0.4446557466767464,0.4599916527614604,0.38708476513760887
100243,0.34137727213025687,0.3402236475899353,0.45301746437047297,0.43404926195164306
100244,0.4391157641733049,0.33139203328253364,0.341728436797164,0.5180426338909964
100245,0.32276880341222297,0.6489002983324456,0.36774996746216027,0.42646557779675953
100246,0.5395035451468422,0.7110413375289744,0.6418796347729627,0.5029478909381864
100247,0.3053080317892989,0.14643215683691418,0.2658353431116304,0.32279860709437114
100248,0.5833246281799559,0.4286133951309719,0.5086093093572135,0.5466165805182345
100249,0.21581974674162915,0.2806952194815725,0.24975659550347812,0.2054381035888068
100250,0.5245275819057983,0.5284599062590107,0.4119741674976211,0.4486028801299123
100251,0.43090931434110313,0.5277926107526857,0.5111707239047939,0.49175705814822956
100252,0.8161810805664992,0.8150132730247232,0.821950155692896,0.858256801962402
100253,0.8570726644837516,0.6272987364558185,0.7360942586822471,0.6306824666238424
100254,0.6947578374588899,0.6732835899160976,0.6428648449998521,0.7726015279498026
100255,0.5753542178570464,0.6552435418139155,0.6561609637734236,0.5420687611119328
100256,0.5603605965791385,0.4597143796236483,0.30477944431219284,0.3042223835019496
100257,0.049686988781575576,0.36426446926271927,-0.05656273001041,0.16390782657954753
100258,0.43081070146999584,0.5342250396607073,0.7145544994252846,0.7145544994252845
100259,0.55768852870728,0.6606995072468173,0.7006343790245497,0.47199737484167037
100260,0.3095626493183868,0.5103804073928827,0.41535343958861204,0.4464047307399091
100261,0.3881141622762983,0.21699598399365286,0.8348328258496532,0.6187148139833233
100262,0.5387497412598093,0.5129456352437511,0.43669687464125373,0.5869094180046327
100263,0.5470611216270758,0.29417773524674273,0.4483880345890035,0.4777880789598549
100264,0.727462150232759,0.725888193477103,0.43758997825756096,0.49754946633495234
100265,0.21018958290906622,0.26636307482979704,0.037812985960988726,0.2266964260721273
100266,0.44801767512012325,0.4560838161066199,0.4795085900973916,0.47480666139892697
100267,0.414289256285382,0.37532512713589705,0.5932131398228606,0.5449074095552514
100268,0.42028781901513984,0.3767515222377859,0.5422792791627755,0.24047868220741742
100269,0.6624665622171451,0.6710868540927478,0.5733350688731361,0.396309151541121
100270,0.18505864777104086,0.2591201828885395,0.16008856452167003,0.2261228799873002
100271,0.528838280395839,0.5058851386424594,0.5151335580831202,0.4281333222278976
100272,0.5334662956185828,0.5112129058505365,0.41894197558574453,0.5119112800300739
100273,0.36549835449246904,0.4424134360746037,0.8182224533751306,0.6137254837793871
100274,0.5232879201687404,0.5181791124307464,0.5610828163973556,0.6709601733124707
100275,0.42858566049684244,0.5968338385543672,0.6065190576053652,0.6461649181812307
100276,0.5630711569563834,0.605718966914349,0.373193146837179,0.5377614715280566
100277,0.44129689437389547,0.4050160152291559,0.4797749007443665,0.4769369865327007
100278,0.6108031456234265,0.4760741756924124,0.4760741756924124,0.5299516703250878
100279,0.6477681056948165,0.4132689687598172,0.5155000480120019,0.49630796165256075
100280,0.6047445576959688,0.6123486802339554,0.6689641319755418,0.6402699010498484
100281,0.8396643563749261,0.8370407816782016,0.8026459034796911,0.882597862158489
100282,0.524764324416745,0.3947997372452542,0.48105459904752973,0.43142221215387067
100283,0.16886335699964125,0.21066555552835955,0.1287739057808628,0.297313522194218
100284,0.3682271831222425,0.40451293421885687,0.3682271831222425,0.40451293421885687
100285,0.7692365670528484,0.5829625034482319,0.4292479018585451,0.6073156279563023
100286,0.564909051832835,0.6084682886931649,0.65081666252784,0.5530907015003687
100287,0.5774592534018845,0.7094974118347284,0.6865576769279251,0.60278012798964
100288,0.482441099691179,0.0916316402703947,0.2576832366696577,-0.056973926070424764
100289,0.3115712440676903,0.34307501539688234,0.2683568667251602,0.23747380856955758
100290,0.48342201758606534,0.5061209817289141,0.5375674406317418,0.5043440322442988
100291,0.7517958706226893,0.7211867547429499,0.5241894735806579,0.6649298566109858
100292,0.142894810798886,0.31559575425257536,0.14013998409490208,-0.06841405024465198
100293,0.7310298710809856,0.7903551608041501,0.6818741724856466,0.6701253035564816
100294,0.7086413235661231,0.561522436546353,0.6237221049525726,0.6432716232565192
100295,0.42233788734003036,0.42233788734003036,0.42233788734003036,0.42233788734003036
100296,0.4963256084919505,0.38361868370062285,0.5951077508333,0.4558245153975879
100297,0.7801587875273112,0.7437509728647529,0.8114220589141918,0.8233851248732795
100298,0.42173439710226346,0.42173439710226357,0.42173439710226346,0.42173439710226357
100299,0.5915258959467085,0.4337410305283137,0.6453508900644992,0.47010165492306316
100300,0.5254344069051188,0.5549593157403144,0.4826096265043665,0.3518259707746464
100301,0.534180008107816,0.43081237552980267,0.41887152439929476,0.17897839432346324
100302,0.43627241503129766,0.2888115994564788,0.32771766604693675,0.4164628407254255
100303,0.5400417842799305,0.5868134459728924,0.46522081132342585,0.4744841313330555
100304,0.5815525683701788,0.4252045007748314,0.49129961163918506,0.5516377402982217
100305,0.4556291038793996,0.4534624169567465,0.46146290311251426,0.431556421976791
100306,0.4001602470881192,0.5087224269989794,0.24391491453317313,0.32522300506565727
100307,0.5256152793843661,0.31304063314043434,0.4734465269803141,0.612025918770506
100308,0.2870259276273756,0.24848103123183216,0.4122411825853893,0.44646567518190744
100309,0.38599250802164403,0.29358127915630294,0.3440296307736432,0.34562814405669
100310,0.42311238088236724,0.4926240377150322,0.43870593498237753,0.35831894835034844
100311,0.29775755900929,0.4642110103082068,0.4755457357499893,0.4024397942608044
100312,0.24216670919779668,0.42579904410186326,0.3679097508372688,0.4407728853100389
100313,0.5027837218074388,0.5055450802673922,0.6112758985016784,0.4321744752174109
100314,0.7326153177842715,0.7938012996918998,0.4638468583346528,0.7705722772521226
100315,0.71456157445014,0.7350567157686232,0.7225240502061491,0.6530652793988385
100316,0.3349677187959055,0.3068834434095892,0.28776236841707153,0.38492302373462794
100317,0.4846490749376763,0.4011053614074835,0.4019029145171851,0.4556559726747686
100318,0.34962707753713934,0.20002004136577853,0.35090900071401243,-0.04211174852379827
100319,0.7975205607030332,0.8251897656980807,0.8224251944093469,0.45534855581922945
100320,0.1318559145753421,,0.1389901786920368,-0.02661093368251934
100321,0.45285321614292884,0.09152729535963477,0.3697255693118303,0.14438193665666066
100322,0.5376559070887226,0.5230076342358695,0.5280961760179913,0.5645496190533791
100323,0.6386365154990142,0.8360282131902161,0.7264314726161131,0.7601631123133288
100324,0.0265354322350117,0.05609771244347002,0.10600307632933591,0.1019403886543406
100325,0.23370144506707038,0.1397599741352597,0.1723557733803738,0.3128054749610726
100326,0.32133180484880264,0.22071339666809975,0.2891653323527735,
100327,0.7182634971875203,0.7243640136067684,0.5603242345304692,0.5012666825218349
100328,0.22628875430884518,0.28372232272582887,0.1619527344372509,0.5243559635051358
100329,0.3109503223622451,0.5968485668128021,0.28340317317395053,0.5239473596658394
100330,0.543680712719805,0.4065023500892411,0.30815673716087355,0.6034908216337445
100331,0.33422104490997684,0.26405545141590003,0.22939787466310693,0.26638385578348683
100332,0.7446278095979884,0.7446278095979884,0.6446377514947609,0.7522841710755803
100333,0.24954813032547907,0.38087920524865704,0.34161138959205933,0.287093742401366
100334,0.5539698567025602,0.5032661921383089,0.4932790083723585,0.5509496905215234
100335,0.19391093958879727,0.25718928448078004,0.3897158827564529,0.4235456595053121
100336,0.09014409205249312,0.11682543372579277,0.29529361130475423,0.14710113505376998
100337,0.5150174689997752,0.38305752620366085,0.39474772451587886,0.34889985926999695
100338,0.6552791662616126,0.6529990002737416,0.5695712582570057,0.6000165761617261
100339,0.4867999842931428,0.4867999842931428,0.48679998429314275,0.4867999842931428
100340,0.273346562968846,0.4209775972860333,0.3334252079264631,0.37621835927010866
100341,0.32269278022409104,0.35995966995857653,0.2745406216933029,0.22058323589661183
100342,0.5947168196968761,0.5995991306579368,0.7301953574622113,0.5354719726014945
100343,0.6711489717304163,0.6139835801205614,0.6317093179591232,0.633948345291974
100344,0.7779801875776069,0.5484287476338573,0.6683962014800625,0.4345075961454991
100345,0.4637714563241114,0.47454343636841056,0.5200557572454979,0.4774371048822714
100346,0.25755509627060075,0.2363647185291905,0.7279881572540059,0.6910978953095281
100347,0.45461025239311165,0.727047344945457,0.6502542137457241,0.5548878832827426
100348,0.41324280992958173,0.400836215694076,0.32874902904281195,0.44694506538930784
100349,0.7312264886762869,0.6958929475373513,0.8005149263674808,0.7050724196229429
100350,0.39357962195428253,0.37414814200960395,0.2598428296655786,0.4000126679000509
100351,0.2733368074065966,0.4853051760843693,0.3758369061912746,0.4735202487409913
100352,0.8201303868674187,0.7842413199862737,0.8585577931017606,0.8346846737959038
100353,0.6237608471405355,0.6239924177669707,0.44182977349723246,0.5974880793291856
100354,0.4825825692743409,0.42743816627493686,0.39509802396771004,0.42703492552927086
100355,0.43098474489752714,0.5751535938482696,0.4536928382317502,0.4978462701970344
100356,0.308367698789836,0.1267315950664129,0.4241712656937408,0.3589736372901329
100357,0.3710738131755158,0.2916996048282057,,0.6747787708496881
100358,0.6235663002624519,0.6105020761141138,0.5766179848551547,0.6247027400015578
100359,0.5003962951778159,0.4791825077724406,0.5039238515313332,0.443463707926081
100360,0.46332211148905156,0.3070837291877508,0.34115347420043957,0.3609977090368448
100361,0.32288891174582673,0.4170989610757505,0.32522381968980885,0.4014882564930816
100362,0.5188796737374993,0.37300535538554247,0.40745541095883364,0.46125975350298254
100363,0.287486160585678,0.2396149416266839,0.047616887983039785,0.10298002378477766
